Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,Over 23 years old,2nd choice,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Services/Security/Sales,100.0,no,no,no,yes,female,yes,25,no,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,2nd choice,Communication Design,daytime,Secondary education,124.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative,Student,117.6,yes,no,no,yes,male,no,20,no,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,7th choice,Management,daytime,Secondary education,143.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,128.7,yes,no,no,yes,male,no,23,no,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
single,Change of course,3rd choice,Informatics Engineering,daytime,Secondary education,115.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Farmers,112.2,yes,no,yes,yes,male,no,18,no,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,Over 23 years old,2nd choice,Nursing,daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Administrative,Armed Forces,100.8,no,no,no,yes,male,no,24,no,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,3rd choice,Journalism and Communication,daytime,Secondary education,133.1,Brazilian,Basic Ed 3rd Cycle,Secondary Education,Unskilled Workers,Unskilled Workers,105.0,yes,no,no,no,female,no,21,yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
single,International student (bachelor),2nd choice,Equinculture,daytime,Secondary education,133.1,Brazilian,Secondary Education,Secondary Education,Administrative,Administrative,100.0,no,no,no,yes,female,no,26,yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
married,Over 23 years old,2nd choice,Basic Education,daytime,11th year of schooling - not completed,133.1,Portuguese,Basic Ed 1st Cycle,Unknown,Student,Student,115.5,no,no,no,yes,female,no,39,no,0,6,12,3,12.66666667,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
married,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,114.0,no,no,no,yes,female,no,44,no,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,Graduate
single,International student (bachelor),2nd choice,Informatics Engineering,daytime,Secondary education,130.0,Santomean,Basic Ed 2nd Cycle,Degree,Unskilled Workers,Intellectuals,137.0,yes,no,no,yes,male,no,19,yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent ,6th choice,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Basic Ed 1st Cycle,Secondary Education,Services/Security/Sales,Services/Security/Sales,124.9,yes,no,no,yes,female,no,18,no,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent ,6th choice,Nursing,daytime,Secondary education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Skilled Workers,Skilled Workers,120.3,yes,no,no,yes,female,yes,18,no,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,135.0,Portuguese,Secondary Education,Bachelor's,Unskilled Workers,Legislative/Executives,134.3,yes,no,no,yes,female,no,19,no,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent ,5th choice,Nursing,daytime,Secondary education,115.0,Portuguese,Degree,Degree,Intellectuals,Intellectuals,111.5,yes,no,yes,no,female,no,19,no,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Short cycle diploma holders,2nd choice,Veterinary Nursing,daytime,Professional higher technical course,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,128.8,no,no,no,yes,female,no,21,no,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent ,5th choice,Animation and Multimedia Design,daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Armed Forces,110.0,yes,no,no,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers,Services/Security/Sales,113.5,yes,no,no,yes,female,no,36,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
divorced,Over 23 years old,2nd choice,Agronomy,daytime,Other - 11th year of schooling,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers,160.0,no,no,no,yes,female,no,43,no,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,Graduate
single,3rd phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,123.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Skilled Workers,117.4,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Change of institution/course,2nd choice,Communication Design,daytime,Secondary education,130.0,Portuguese,Degree,Secondary Education,Intellectuals,Machine Operators,122.2,no,no,yes,yes,female,no,20,no,4,10,12,10,13.0,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,3rd choice,Social Service,daytime,Secondary education,122.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Administrative,Skilled Workers,118.2,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,113.0,Portuguese,Secondary Education,Secondary Education,Administrative,Administrative,106.7,yes,no,no,yes,female,no,20,no,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent ,6th choice,Nursing,daytime,Secondary education,111.0,Portuguese,Degree,Master's,Administrative,Technicians,108.2,yes,no,no,yes,female,no,20,no,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,3rd choice,Basic Education,daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Unskilled Workers,Technicians,107.0,yes,no,no,yes,female,no,20,no,0,7,12,6,11.66666667,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,142.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers,Skilled Workers,136.1,yes,no,no,yes,female,no,18,no,0,6,8,6,13.85714286,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,3rd choice,Management,daytime,Secondary education,123.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Skilled Workers,115.3,yes,no,no,yes,female,yes,18,no,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,139.8,yes,no,no,yes,female,no,19,no,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,4th choice,Journalism and Communication,daytime,Secondary education,158.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Skilled Workers,157.0,yes,no,no,yes,female,no,18,no,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,3rd choice,Nursing,daytime,Secondary education,122.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,131.0,yes,no,no,yes,female,no,18,no,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,Dropout
single,Change of course,2nd choice,Nursing,daytime,Secondary education,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Services/Security/Sales,100.0,no,no,no,yes,female,no,20,no,0,7,11,6,11.61666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,2nd choice,Social Service,daytime,Secondary education,154.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,140.4,yes,no,no,yes,female,yes,20,no,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,2nd choice,Management,daytime,Secondary education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Technicians,Technicians,113.4,no,no,no,yes,female,no,20,no,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent ,3rd choice,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Skilled Workers,137.0,no,no,no,yes,female,no,18,no,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,127.0,Portuguese,Bachelor's,Basic Ed 3rd Cycle,Administrative,Services/Security/Sales,121.8,no,no,no,yes,female,no,18,no,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,2nd choice,Tourism ,daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Administrative,Services/Security/Sales,131.0,yes,no,no,yes,female,no,21,no,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent ,3rd choice,Management,daytime,Secondary education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Skilled Workers,118.6,yes,no,no,yes,female,no,19,no,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent ,2nd choice,Animation and Multimedia Design,daytime,Secondary education,137.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectuals,Unskilled Workers,122.3,no,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,131.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,127.9,no,no,no,yes,female,yes,19,no,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative,Skilled Workers,121.3,yes,no,no,yes,female,no,19,no,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,7th choice,Oral Hygiene,daytime,Secondary education,122.0,Portuguese,Secondary Education,Secondary Education,Administrative,Services/Security/Sales,117.1,yes,no,no,yes,female,no,19,no,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Technological specialization diploma holders,2nd choice,Veterinary Nursing,daytime,Technological specialization course,160.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,160.0,yes,no,no,yes,female,no,20,no,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,146.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Technicians,145.3,yes,no,no,yes,female,yes,18,no,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general contingent,4th choice,Social Service,daytime,Secondary education,131.0,Portuguese,Secondary Education,Tech Specialization,Services/Security/Sales,Technicians,122.6,yes,no,no,yes,female,no,18,no,0,6,7,6,13.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,7th choice,Nursing,daytime,Secondary education,132.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Machine Operators,Unskilled Workers,128.0,yes,no,no,yes,female,no,19,no,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,4th choice,Nursing,daytime,Secondary education,138.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Machine Operators,124.9,yes,no,no,yes,female,yes,18,no,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,3rd choice,Communication Design,daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,123.7,yes,no,no,yes,female,no,18,no,0,6,6,6,12.33333333,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,5th choice,Management,daytime,Secondary education,126.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Machine Operators,120.1,yes,no,no,yes,female,no,19,no,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,7th choice,Nursing,daytime,Secondary education,148.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Technicians,Technicians,131.7,yes,no,no,yes,female,no,19,no,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Change of course,2nd choice,Social Service,daytime,Secondary education,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,133.2,no,no,no,yes,female,no,20,no,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,117.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Technicians,Unskilled Workers,109.3,no,no,yes,no,female,yes,19,no,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,2nd choice,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Services/Security/Sales,113.0,yes,no,no,yes,female,no,20,no,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,153.0,Portuguese,Secondary Education,Secondary Education,Secretaries & data ops,Industrial/craftsmen,157.9,no,no,yes,yes,female,yes,18,no,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,117.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Administrative,Skilled Workers,112.1,no,no,no,yes,female,yes,20,no,0,7,9,5,13.188,0,0,8,9,7,12.89285714,0,11.1,0.6,2.02,Enrolled
single,3rd phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,178.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Administrative,Machine Operators,174.7,no,no,no,yes,female,no,18,no,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,6th choice,Nursing,daytime,Secondary education,129.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,128.8,yes,no,no,yes,female,no,19,no,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,7th choice,Journalism and Communication,daytime,Secondary education,116.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Administrative,Administrative,110.1,yes,no,no,yes,female,yes,19,no,0,6,8,6,12.66666667,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
single,Change of institution/course,2nd choice,Management,daytime,Secondary education,99.0,Portuguese,Degree,Secondary Education,Technicians,Technicians,99.7,yes,no,yes,no,female,no,22,no,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent ,4th choice,Social Service,daytime,Secondary education,135.0,Portuguese,Secondary Education,Other 11th,Unskilled Workers,Armed Forces,121.0,yes,no,no,yes,female,yes,19,no,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,4th choice,Nursing,daytime,Secondary education,141.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Skilled Workers,131.7,yes,no,no,yes,female,yes,19,no,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,6th choice,Basic Education,daytime,Secondary education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Services/Security/Sales,Farmers,119.1,yes,no,no,yes,female,yes,19,no,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,5th choice,Tourism ,daytime,Secondary education,132.0,Portuguese,Other 11th,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,124.7,yes,no,no,yes,female,no,19,no,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,2nd choice,Tourism ,daytime,Secondary education,113.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Unskilled Workers,Armed Forces,117.2,yes,no,no,yes,female,no,20,no,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,134.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectuals,Armed Forces,128.8,no,no,no,yes,female,no,18,no,0,5,10,5,13.375,0,0,5,9,5,14.16666667,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,136.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,131.5,no,no,no,yes,female,yes,20,no,0,7,8,6,13.86333333,0,0,8,9,7,14.17857143,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Animation and Multimedia Design,daytime,Secondary education,136.0,Portuguese,Degree,Basic Ed 1st Cycle,Intellectuals,Machine Operators,121.7,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,129.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Skilled Workers,123.4,no,no,no,yes,female,no,19,no,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,2nd choice,Basic Education,daytime,Secondary education,138.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Skilled Workers,Farmers,124.7,yes,no,no,yes,female,no,18,no,0,6,11,3,12.33333333,0,0,6,10,5,10.83333333,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,137.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,132.8,yes,no,no,yes,female,no,18,no,0,6,7,6,13.33333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
single,Change of course,2nd choice,Basic Education,daytime,Secondary education,115.0,Portuguese,Degree,Basic Ed 1st Cycle,Intellectuals,Services/Security/Sales,108.7,yes,no,no,yes,female,no,21,no,0,6,10,3,12.66666667,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,129.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Farmers,Farmers,138.1,no,no,no,yes,female,no,19,no,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,131.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,126.5,no,no,no,yes,female,yes,18,no,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,3rd choice,Social Service,daytime,Secondary education,133.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Skilled Workers,Unskilled Workers,127.4,yes,no,no,yes,female,yes,18,no,0,6,8,6,12.25,0,0,6,7,6,11.85714286,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent ,4th choice,Social Service,daytime,Secondary education,125.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Unskilled Workers,Armed Forces,123.6,yes,no,no,yes,female,no,20,no,0,6,10,4,11.0,0,0,6,9,6,11.83333333,0,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Farmers,Machine Operators,122.0,no,no,no,yes,female,yes,24,no,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Administrative,Legislative/Executives,118.2,no,no,no,yes,female,no,19,no,0,6,6,6,13.16666667,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
